transaction_id,user_id,age,age_group,gender,daily_screen_time_hours,screen_time_band,social_media_hours,gaming_hours,work_study_hours,sleep_hours,low_sleep_flag,notifications_per_day,app_opens_per_day,weekend_screen_time,weekend_to_daily_screen_time_ratio,stress_level,academic_work_impact,addiction_level_display,addicted_label,addiction_status,usage_component_total_hours,component_sum_exceeds_daily_screen_time,day_load_hours,day_load_exceeds_24_hours
TXN04546,U04546,35,28-35,Other,9.93,8-10h,5.25,1.0,3.35,4.55,True,194,19,10.46,1.0534,High,Yes,Severe,1,1 - Addicted label,9.6,False,17.830000000000002,False
TXN04547,U04547,18,18-22,Male,6.79,6-8h,3.15,3.17,1.26,5.71,True,100,176,8.07,1.1885,Low,Yes,Mild,0,0 - Not addicted label,7.58,True,13.76,False
TXN04548,U04548,23,23-27,Male,4.09,Up to 6h,3.33,0.41,3.93,5.42,True,101,152,6.64,1.6235,Low,Yes,None,0,0 - Not addicted label,7.67,True,13.44,False
TXN04549,U04549,33,28-35,Other,4.29,Up to 6h,2.18,0.55,0.89,7.96,False,120,29,6.08,1.4172,High,Yes,Mild,0,0 - Not addicted label,3.6200000000000006,False,13.14,False
TXN04550,U04550,26,23-27,Female,7.88,6-8h,4.18,3.96,1.4,7.59,False,69,47,8.82,1.1193,High,No,Severe,1,1 - Addicted label,9.540000000000001,True,16.869999999999997,False
TXN04551,U04551,21,18-22,Female,8.42,8-10h,3.62,0.32,3.3,4.92,True,150,117,9.41,1.1176,Low,Yes,Moderate,1,1 - Addicted label,7.24,False,16.64,False
TXN04552,U04552,28,28-35,Male,9.44,8-10h,4.25,0.71,4.79,6.05,True,111,92,10.58,1.1208,Low,Yes,Severe,1,1 - Addicted label,9.75,True,20.279999999999998,False
TXN04553,U04553,19,18-22,Other,10.86,10h+,5.95,3.63,5.55,7.37,False,146,82,13.29,1.2238,Low,Yes,Severe,1,1 - Addicted label,15.129999999999999,True,23.78,False
TXN04554,U04554,32,28-35,Male,4.81,Up to 6h,1.7,1.01,5.23,6.14,True,33,149,5.84,1.2141,Medium,No,None,0,0 - Not addicted label,7.94,True,16.18,False
TXN04555,U04555,19,18-22,Male,9.77,8-10h,5.39,3.96,2.7,4.52,True,185,155,10.89,1.1146,High,No,Severe,1,1 - Addicted label,12.05,True,16.99,False
TXN04556,U04556,31,28-35,Male,9.72,8-10h,2.6,3.04,5.75,6.1,True,152,128,12.48,1.284,Low,No,Severe,1,1 - Addicted label,11.39,True,21.57,False
TXN04557,U04557,25,23-27,Female,5.09,Up to 6h,5.98,2.01,3.24,8.87,False,29,62,6.21,1.22,High,No,Moderate,1,1 - Addicted label,11.23,True,17.2,False
TXN04558,U04558,31,28-35,Other,8.35,8-10h,2.09,3.33,2.59,4.97,True,176,58,10.01,1.1988,High,Yes,Moderate,1,1 - Addicted label,8.01,False,15.91,False
TXN04559,U04559,19,18-22,Female,7.15,6-8h,3.98,0.62,3.48,8.46,False,224,172,8.53,1.193,Low,No,Mild,0,0 - Not addicted label,8.08,True,19.09,False
TXN04560,U04560,28,28-35,Male,6.84,6-8h,5.29,2.87,5.44,6.51,True,33,35,8.53,1.2471,High,Yes,Moderate,1,1 - Addicted label,13.600000000000001,True,18.79,False
TXN04561,U04561,32,28-35,Other,5.89,Up to 6h,2.32,2.77,3.0,8.43,False,142,78,7.31,1.2411,Low,No,Mild,0,0 - Not addicted label,8.09,True,17.32,False
TXN04562,U04562,27,23-27,Other,10.8,10h+,1.93,2.42,3.83,6.79,True,30,140,13.67,1.2657,High,No,Severe,1,1 - Addicted label,8.18,False,21.42,False
TXN04563,U04563,33,28-35,Other,7.67,6-8h,5.14,2.85,0.79,4.58,True,62,88,10.63,1.3859,High,Yes,Moderate,1,1 - Addicted label,8.780000000000001,True,13.04,False
TXN04564,U04564,18,18-22,Male,11.8,10h+,0.55,0.86,2.16,8.54,False,142,45,14.25,1.2076,High,No,Moderate,1,1 - Addicted label,3.5700000000000003,False,22.5,False
TXN04565,U04565,24,23-27,Other,3.49,Up to 6h,5.12,2.04,5.21,4.54,True,212,109,4.66,1.3352,Low,Yes,Severe,1,1 - Addicted label,12.370000000000001,True,13.240000000000002,False
TXN04566,U04566,25,23-27,Other,3.98,Up to 6h,5.62,2.28,4.88,4.63,True,218,84,5.86,1.4724,High,Yes,Severe,1,1 - Addicted label,12.780000000000001,True,13.489999999999998,False
TXN04567,U04567,29,28-35,Other,8.09,8-10h,5.94,1.85,1.26,5.3,True,169,49,10.78,1.3325,Medium,Yes,Moderate,1,1 - Addicted label,9.05,True,14.65,False
TXN04568,U04568,25,23-27,Female,10.94,10h+,4.35,2.3,3.47,5.45,True,167,39,13.01,1.1892,Medium,Yes,Moderate,1,1 - Addicted label,10.12,False,19.86,False
TXN04569,U04569,31,28-35,Other,10.47,10h+,3.59,3.64,5.49,7.96,False,158,31,13.1,1.2512,High,Yes,Severe,1,1 - Addicted label,12.72,True,23.92,False
TXN04570,U04570,30,28-35,Other,7.32,6-8h,3.07,1.52,3.87,6.92,True,124,80,8.5,1.1612,Medium,Yes,Mild,0,0 - Not addicted label,8.46,True,18.11,False
TXN04571,U04571,29,28-35,Other,3.74,Up to 6h,1.08,1.05,1.42,8.0,False,64,97,5.08,1.3583,Medium,Yes,None,0,0 - Not addicted label,3.55,False,13.16,False
TXN04572,U04572,21,18-22,Female,11.93,10h+,4.61,2.1,1.25,6.76,True,64,72,12.47,1.0453,Low,No,Moderate,1,1 - Addicted label,7.960000000000001,False,19.939999999999998,False
TXN04573,U04573,29,28-35,Female,4.42,Up to 6h,4.28,3.37,1.42,8.0,False,206,52,5.52,1.2489,Low,No,Moderate,1,1 - Addicted label,9.07,True,13.84,False
TXN04574,U04574,20,18-22,Female,9.55,8-10h,2.61,3.45,3.48,6.38,True,132,108,12.04,1.2607,Medium,Yes,Severe,1,1 - Addicted label,9.540000000000001,False,19.41,False
TXN04575,U04575,32,28-35,Female,3.99,Up to 6h,3.65,2.8,2.74,6.09,True,199,92,6.87,1.7218,High,No,Mild,0,0 - Not addicted label,9.19,True,12.82,False
TXN04576,U04576,19,18-22,Other,8.52,8-10h,4.86,0.93,4.3,6.9,True,131,175,10.51,1.2336,Medium,Yes,Severe,1,1 - Addicted label,10.09,True,19.72,False
TXN04577,U04577,27,23-27,Male,9.81,8-10h,2.7,0.63,1.19,4.92,True,147,137,12.19,1.2426,Medium,Yes,Severe,1,1 - Addicted label,4.52,False,15.92,False
TXN04578,U04578,18,18-22,Other,11.23,10h+,5.94,3.64,0.97,4.56,True,28,138,13.85,1.2333,Medium,Yes,Moderate,1,1 - Addicted label,10.55,False,16.759999999999998,False
TXN04579,U04579,23,23-27,Male,9.59,8-10h,1.62,2.56,0.89,6.93,True,193,27,10.61,1.1064,Low,Yes,Severe,1,1 - Addicted label,5.069999999999999,False,17.41,False
TXN04580,U04580,34,28-35,Other,3.8,Up to 6h,1.59,2.5,1.33,6.64,True,243,81,5.92,1.5579,Medium,No,Mild,0,0 - Not addicted label,5.42,True,11.77,False
TXN04581,U04581,27,23-27,Other,9.92,8-10h,5.52,3.79,2.94,8.61,False,201,168,12.51,1.2611,Medium,No,Severe,1,1 - Addicted label,12.249999999999998,True,21.470000000000002,False
TXN04582,U04582,32,28-35,Male,11.3,10h+,0.92,1.25,2.74,6.26,True,119,130,13.22,1.1699,High,No,Moderate,1,1 - Addicted label,4.91,False,20.300000000000004,False
TXN04583,U04583,30,28-35,Other,4.09,Up to 6h,3.1,2.44,3.43,5.24,True,135,111,4.8,1.1736,High,Yes,Mild,0,0 - Not addicted label,8.97,True,12.76,False
TXN04584,U04584,24,23-27,Male,11.21,10h+,3.5,2.07,4.74,7.04,False,173,32,12.15,1.0839,Low,Yes,Moderate,1,1 - Addicted label,10.31,False,22.990000000000002,False
TXN04585,U04585,30,28-35,Male,4.96,Up to 6h,4.89,3.86,4.83,5.0,True,131,137,5.65,1.1391,Low,No,Moderate,1,1 - Addicted label,13.58,True,14.790000000000001,False
TXN04586,U04586,28,28-35,Other,9.8,8-10h,4.55,2.43,1.56,6.39,True,224,144,12.46,1.2714,Medium,Yes,Severe,1,1 - Addicted label,8.540000000000001,False,17.75,False
TXN04587,U04587,23,23-27,Male,10.18,10h+,1.51,3.65,1.9,7.76,False,45,57,11.57,1.1365,High,Yes,Moderate,1,1 - Addicted label,7.0600000000000005,False,19.839999999999996,False
TXN04588,U04588,26,23-27,Female,5.21,Up to 6h,0.76,3.92,3.47,6.75,True,186,45,6.09,1.1689,Medium,No,Mild,0,0 - Not addicted label,8.15,True,15.430000000000001,False
TXN04589,U04589,32,28-35,Male,7.62,6-8h,0.64,3.89,3.2,7.19,False,88,27,9.66,1.2677,Low,No,Moderate,1,1 - Addicted label,7.73,True,18.01,False
TXN04590,U04590,24,23-27,Other,7.38,6-8h,5.38,2.73,5.7,5.66,True,48,92,9.72,1.3171,Low,No,Severe,1,1 - Addicted label,13.809999999999999,True,18.74,False
TXN04591,U04591,21,18-22,Male,8.01,8-10h,4.97,0.27,1.34,6.79,True,89,174,10.38,1.2959,Medium,Yes,Severe,1,1 - Addicted label,6.58,False,16.14,False
TXN04592,U04592,26,23-27,Male,3.35,Up to 6h,5.65,2.16,4.65,6.06,True,226,163,5.97,1.7821,High,No,Moderate,1,1 - Addicted label,12.46,True,14.06,False
TXN04593,U04593,19,18-22,Other,10.52,10h+,2.5,0.7,2.99,8.16,False,175,173,12.2,1.1597,Low,No,Severe,1,1 - Addicted label,6.19,False,21.67,False
TXN04594,U04594,28,28-35,Female,3.43,Up to 6h,5.5,1.35,1.87,7.73,False,50,55,6.15,1.793,Low,No,Moderate,1,1 - Addicted label,8.719999999999999,True,13.030000000000001,False
TXN04595,U04595,26,23-27,Female,10.92,10h+,4.23,2.28,2.51,5.92,True,23,78,13.12,1.2015,Medium,No,Moderate,1,1 - Addicted label,9.02,False,19.35,False
TXN04596,U04596,26,23-27,Female,10.03,10h+,3.08,1.76,1.81,6.19,True,190,139,11.83,1.1795,High,Yes,Severe,1,1 - Addicted label,6.65,False,18.029999999999998,False
TXN04597,U04597,20,18-22,Male,6.66,6-8h,3.49,1.6,1.5,7.9,False,179,91,7.19,1.0796,High,Yes,Moderate,1,1 - Addicted label,6.59,False,16.060000000000002,False
TXN04598,U04598,32,28-35,Female,9.48,8-10h,1.43,3.85,1.11,6.26,True,156,18,10.52,1.1097,Low,No,Severe,1,1 - Addicted label,6.390000000000001,False,16.85,False
TXN04599,U04599,26,23-27,Male,3.23,Up to 6h,4.45,2.38,5.52,7.25,False,117,100,3.78,1.1703,Medium,No,Severe,1,1 - Addicted label,12.35,True,16.0,False
TXN04600,U04600,26,23-27,Male,8.14,8-10h,4.94,2.15,5.1,7.71,False,28,49,8.98,1.1032,High,Yes,Severe,1,1 - Addicted label,12.19,True,20.950000000000003,False
TXN04601,U04601,20,18-22,Other,8.97,8-10h,4.75,3.51,5.96,7.36,False,68,121,11.02,1.2285,High,Yes,Severe,1,1 - Addicted label,14.219999999999999,True,22.290000000000003,False
TXN04602,U04602,26,23-27,Other,6.52,6-8h,0.68,0.02,5.7,8.31,False,78,101,8.7,1.3344,Low,No,Moderate,1,1 - Addicted label,6.4,False,20.53,False
TXN04603,U04603,24,23-27,Female,3.72,Up to 6h,1.38,3.72,0.86,8.86,False,158,82,5.04,1.3548,Low,Yes,Mild,0,0 - Not addicted label,5.96,True,13.44,False
TXN04604,U04604,30,28-35,Female,3.94,Up to 6h,1.49,1.34,3.4,7.7,False,174,139,5.34,1.3553,Medium,No,None,0,0 - Not addicted label,6.23,True,15.040000000000001,False
TXN04605,U04605,33,28-35,Other,11.95,10h+,5.63,3.36,2.84,6.39,True,182,26,14.01,1.1724,Medium,Yes,Moderate,1,1 - Addicted label,11.83,False,21.18,False
TXN04606,U04606,35,28-35,Other,11.62,10h+,5.43,2.21,2.07,5.86,True,141,64,14.1,1.2134,Low,No,Severe,1,1 - Addicted label,9.709999999999999,False,19.55,False
TXN04607,U04607,28,28-35,Other,5.64,Up to 6h,3.04,3.58,5.58,6.58,True,121,25,7.44,1.3191,High,No,Mild,0,0 - Not addicted label,12.2,True,17.799999999999997,False
TXN04608,U04608,34,28-35,Male,9.03,8-10h,2.22,3.17,5.24,5.78,True,204,74,11.85,1.3123,Medium,No,Severe,1,1 - Addicted label,10.63,True,20.049999999999997,False
TXN04609,U04609,20,18-22,Female,9.53,8-10h,2.27,1.46,3.1,4.73,True,41,179,10.89,1.1427,Medium,Yes,Severe,1,1 - Addicted label,6.83,False,17.36,False
TXN04610,U04610,35,28-35,Male,3.73,Up to 6h,0.81,1.47,2.98,8.13,False,58,21,4.34,1.1635,Medium,No,Mild,0,0 - Not addicted label,5.26,True,14.840000000000002,False
TXN04611,U04611,21,18-22,Male,6.8,6-8h,4.69,1.11,4.42,6.34,True,122,117,8.89,1.3074,High,Yes,Moderate,1,1 - Addicted label,10.22,True,17.560000000000002,False
TXN04612,U04612,33,28-35,Other,6.01,6-8h,4.32,2.15,3.33,5.41,True,225,72,7.08,1.178,Low,No,Moderate,1,1 - Addicted label,9.8,True,14.75,False
TXN04613,U04613,22,18-22,Female,6.22,6-8h,2.07,1.3,3.68,5.24,True,225,176,7.15,1.1495,Low,No,Moderate,1,1 - Addicted label,7.050000000000001,True,15.14,False
TXN04614,U04614,28,28-35,Male,4.87,Up to 6h,3.25,1.79,4.34,4.89,True,165,20,5.42,1.1129,High,Yes,None,0,0 - Not addicted label,9.379999999999999,True,14.1,False
TXN04615,U04615,18,18-22,Female,4.85,Up to 6h,1.42,1.67,2.75,4.91,True,163,18,6.62,1.3649,High,No,Mild,0,0 - Not addicted label,5.84,True,12.51,False
TXN04616,U04616,20,18-22,Female,6.52,6-8h,5.86,3.81,4.32,8.0,False,108,15,7.39,1.1334,High,No,Moderate,1,1 - Addicted label,13.99,True,18.84,False
TXN04617,U04617,19,18-22,Male,9.82,8-10h,1.35,3.25,3.66,6.13,True,71,109,10.83,1.1029,Medium,Yes,Severe,1,1 - Addicted label,8.26,False,19.61,False
TXN04618,U04618,32,28-35,Female,10.78,10h+,4.6,3.63,2.57,5.8,True,175,63,11.81,1.0955,Low,Yes,Moderate,1,1 - Addicted label,10.8,True,19.15,False
TXN04619,U04619,19,18-22,Other,4.04,Up to 6h,3.04,3.67,2.12,6.28,True,158,71,5.28,1.3069,High,No,Mild,0,0 - Not addicted label,8.83,True,12.440000000000001,False
TXN04620,U04620,21,18-22,Other,7.39,6-8h,2.28,1.82,4.67,8.63,False,44,48,10.29,1.3924,Low,Yes,Moderate,1,1 - Addicted label,8.77,True,20.689999999999998,False
TXN04621,U04621,25,23-27,Female,5.45,Up to 6h,3.24,0.69,5.1,5.79,True,183,22,8.05,1.4771,High,Yes,Mild,0,0 - Not addicted label,9.03,True,16.34,False
TXN04622,U04622,21,18-22,Other,5.68,Up to 6h,2.59,2.24,4.55,7.63,False,155,162,7.58,1.3345,Low,No,None,0,0 - Not addicted label,9.379999999999999,True,17.86,False
TXN04623,U04623,22,18-22,Other,7.01,6-8h,2.66,0.64,3.39,7.63,False,235,120,8.05,1.1484,Medium,No,Moderate,1,1 - Addicted label,6.69,False,18.03,False
TXN04624,U04624,18,18-22,Male,3.61,Up to 6h,0.87,2.4,4.91,8.14,False,87,166,5.9,1.6343,Medium,Yes,Mild,0,0 - Not addicted label,8.18,True,16.66,False
TXN04625,U04625,28,28-35,Female,8.19,8-10h,1.8,0.03,4.76,6.24,True,89,160,10.52,1.2845,Low,No,Severe,1,1 - Addicted label,6.59,False,19.189999999999998,False
TXN04626,U04626,29,28-35,Male,9.1,8-10h,3.73,0.4,2.22,7.97,False,38,16,9.94,1.0923,High,Yes,Severe,1,1 - Addicted label,6.35,False,19.29,False
TXN04627,U04627,32,28-35,Female,3.66,Up to 6h,5.11,2.54,0.62,5.8,True,53,32,4.51,1.2322,Low,Yes,Moderate,1,1 - Addicted label,8.27,True,10.08,False
TXN04628,U04628,31,28-35,Female,7.87,6-8h,3.85,1.41,0.94,8.54,False,154,87,9.75,1.2389,Medium,No,Mild,0,0 - Not addicted label,6.199999999999999,False,17.35,False
TXN04629,U04629,28,28-35,Female,9.37,8-10h,5.68,2.07,4.97,5.32,True,178,29,12.25,1.3074,High,No,Severe,1,1 - Addicted label,12.719999999999999,True,19.66,False
TXN04630,U04630,21,18-22,Female,7.14,6-8h,0.6,3.85,2.61,5.47,True,207,51,9.19,1.2871,High,No,Mild,0,0 - Not addicted label,7.0600000000000005,False,15.219999999999999,False
TXN04631,U04631,18,18-22,Male,10.5,10h+,1.88,2.07,3.21,7.72,False,105,149,13.41,1.2771,High,Yes,Severe,1,1 - Addicted label,7.16,False,21.43,False
TXN04632,U04632,32,28-35,Male,10.89,10h+,4.0,0.22,3.06,4.6,True,98,148,11.88,1.0909,Low,No,Severe,1,1 - Addicted label,7.279999999999999,False,18.55,False
TXN04633,U04633,32,28-35,Male,10.88,10h+,5.33,1.45,1.67,5.21,True,235,93,11.92,1.0956,Low,Yes,Severe,1,1 - Addicted label,8.45,False,17.759999999999998,False
TXN04634,U04634,22,18-22,Female,6.04,6-8h,2.84,3.14,2.17,5.45,True,80,50,8.78,1.4536,Low,Yes,Mild,0,0 - Not addicted label,8.15,True,13.66,False
TXN04635,U04635,31,28-35,Other,5.31,Up to 6h,3.16,3.71,5.72,5.62,True,34,169,8.25,1.5537,High,No,None,0,0 - Not addicted label,12.59,True,16.65,False
TXN04636,U04636,28,28-35,Male,9.26,8-10h,0.84,2.34,1.08,4.7,True,250,45,11.49,1.2408,Low,No,Severe,1,1 - Addicted label,4.26,False,15.040000000000001,False
TXN04637,U04637,24,23-27,Male,3.32,Up to 6h,4.7,2.34,0.79,7.11,False,249,76,5.87,1.7681,Low,No,Moderate,1,1 - Addicted label,7.83,True,11.219999999999999,False
TXN04638,U04638,34,28-35,Female,11.31,10h+,5.32,1.62,2.1,6.87,True,115,98,13.11,1.1592,Medium,Yes,Moderate,1,1 - Addicted label,9.040000000000001,False,20.28,False
TXN04639,U04639,23,23-27,Female,10.65,10h+,2.92,2.09,3.07,6.15,True,131,90,11.93,1.1202,Low,Yes,Severe,1,1 - Addicted label,8.08,False,19.87,False
TXN04640,U04640,28,28-35,Male,3.21,Up to 6h,3.82,0.59,2.48,7.69,False,231,127,4.49,1.3988,Medium,Yes,None,0,0 - Not addicted label,6.890000000000001,True,13.38,False
TXN04641,U04641,20,18-22,Other,6.82,6-8h,0.82,3.84,2.45,5.36,True,222,41,9.76,1.4311,High,No,Mild,0,0 - Not addicted label,7.11,True,14.629999999999999,False
TXN04642,U04642,27,23-27,Female,4.63,Up to 6h,0.62,3.66,1.72,5.93,True,245,142,6.25,1.3499,Low,Yes,None,0,0 - Not addicted label,6.0,True,12.28,False
TXN04643,U04643,19,18-22,Male,5.61,Up to 6h,1.85,1.53,5.81,6.19,True,213,73,8.6,1.533,Medium,No,Mild,0,0 - Not addicted label,9.19,True,17.61,False
TXN04644,U04644,24,23-27,Other,9.58,8-10h,1.6,1.19,3.16,6.61,True,130,70,10.24,1.0689,High,No,Severe,1,1 - Addicted label,5.95,False,19.35,False
TXN04645,U04645,29,28-35,Other,7.58,6-8h,3.0,3.22,5.95,5.85,True,227,176,10.07,1.3285,High,Yes,Moderate,1,1 - Addicted label,12.170000000000002,True,19.38,False
TXN04646,U04646,35,28-35,Other,8.13,8-10h,1.71,0.11,1.85,6.71,True,150,97,11.13,1.369,Low,No,Severe,1,1 - Addicted label,3.67,False,16.69,False
TXN04647,U04647,22,18-22,Female,11.5,10h+,3.38,2.84,2.75,6.6,True,49,174,12.05,1.0478,Medium,Yes,Severe,1,1 - Addicted label,8.969999999999999,False,20.85,False
TXN04648,U04648,20,18-22,Other,3.89,Up to 6h,4.44,3.79,2.44,8.11,False,31,141,6.72,1.7275,High,Yes,Severe,1,1 - Addicted label,10.67,True,14.44,False
TXN04649,U04649,30,28-35,Male,10.97,10h+,0.98,2.22,3.84,4.79,True,38,143,12.57,1.1459,Low,No,Moderate,1,1 - Addicted label,7.04,False,19.6,False
TXN04650,U04650,23,23-27,Other,10.94,10h+,3.29,2.57,2.46,6.33,True,185,81,11.91,1.0887,Medium,Yes,Severe,1,1 - Addicted label,8.32,False,19.73,False
TXN04651,U04651,20,18-22,Other,10.0,8-10h,2.72,3.07,3.15,7.25,False,107,83,11.12,1.112,Low,No,Moderate,1,1 - Addicted label,8.94,False,20.4,False
TXN04652,U04652,20,18-22,Male,8.44,8-10h,5.37,2.84,0.96,7.8,False,197,48,10.61,1.2571,Low,No,Moderate,1,1 - Addicted label,9.170000000000002,True,17.2,False
TXN04653,U04653,33,28-35,Other,10.04,10h+,1.19,3.8,2.51,8.24,False,50,61,11.14,1.1096,Low,Yes,Severe,1,1 - Addicted label,7.5,False,20.79,False
TXN04654,U04654,19,18-22,Female,5.92,Up to 6h,4.42,3.82,1.62,8.87,False,40,128,6.76,1.1419,Low,Yes,Severe,1,1 - Addicted label,9.86,True,16.41,False
TXN04655,U04655,24,23-27,Other,9.94,8-10h,0.87,0.28,4.31,7.93,False,206,131,12.62,1.2696,High,Yes,Severe,1,1 - Addicted label,5.459999999999999,False,22.179999999999996,False
TXN04656,U04656,24,23-27,Female,6.15,6-8h,4.25,1.2,2.12,7.29,False,47,155,6.92,1.1252,Low,Yes,Severe,1,1 - Addicted label,7.57,True,15.560000000000002,False
TXN04657,U04657,32,28-35,Other,3.03,Up to 6h,5.62,2.32,1.56,8.2,False,80,106,5.16,1.703,Low,No,Severe,1,1 - Addicted label,9.5,True,12.79,False
TXN04658,U04658,18,18-22,Female,7.05,6-8h,5.2,1.02,5.37,4.99,True,162,113,9.28,1.3163,High,No,Moderate,1,1 - Addicted label,11.59,True,17.41,False
TXN04659,U04659,35,28-35,Male,9.21,8-10h,1.54,1.18,2.33,8.71,False,79,172,10.41,1.1303,High,Yes,Severe,1,1 - Addicted label,5.05,False,20.25,False
TXN04660,U04660,18,18-22,Male,10.37,10h+,2.92,2.13,1.88,8.48,False,190,147,11.56,1.1148,High,No,Moderate,1,1 - Addicted label,6.93,False,20.73,False
TXN04661,U04661,22,18-22,Female,4.45,Up to 6h,4.46,3.92,4.27,5.08,True,161,28,6.01,1.3506,Medium,No,Moderate,1,1 - Addicted label,12.649999999999999,True,13.8,False
TXN04662,U04662,23,23-27,Female,7.04,6-8h,1.56,2.91,5.0,5.64,True,89,104,9.76,1.3864,Low,Yes,Moderate,1,1 - Addicted label,9.47,True,17.68,False
TXN04663,U04663,33,28-35,Male,5.67,Up to 6h,1.29,2.93,0.54,7.91,False,162,64,6.21,1.0952,Low,No,Mild,0,0 - Not addicted label,4.760000000000001,False,14.120000000000001,False
TXN04664,U04664,33,28-35,Male,3.93,Up to 6h,4.26,2.08,1.42,6.5,True,206,103,6.92,1.7608,Low,Yes,Severe,1,1 - Addicted label,7.76,True,11.85,False
TXN04665,U04665,28,28-35,Male,4.9,Up to 6h,1.92,3.41,1.19,5.9,True,153,122,6.7,1.3673,High,Yes,None,0,0 - Not addicted label,6.52,True,11.99,False
TXN04666,U04666,28,28-35,Male,10.64,10h+,5.28,0.88,0.64,8.81,False,66,129,13.48,1.2669,Medium,No,Moderate,1,1 - Addicted label,6.8,False,20.090000000000003,False
TXN04667,U04667,25,23-27,Male,7.66,6-8h,3.21,0.44,5.6,8.49,False,106,150,10.36,1.3525,High,No,Moderate,1,1 - Addicted label,9.25,True,21.75,False
TXN04668,U04668,23,23-27,Male,4.64,Up to 6h,0.95,2.73,3.95,5.22,True,205,26,5.22,1.125,Medium,Yes,None,0,0 - Not addicted label,7.63,True,13.809999999999999,False
TXN04669,U04669,26,23-27,Female,4.2,Up to 6h,5.61,0.19,1.74,8.22,False,142,178,5.23,1.2452,Medium,No,Moderate,1,1 - Addicted label,7.540000000000001,True,14.160000000000002,False
TXN04670,U04670,19,18-22,Female,10.14,10h+,1.19,1.26,4.5,5.58,True,70,118,11.58,1.142,High,No,Moderate,1,1 - Addicted label,6.95,False,20.22,False
TXN04671,U04671,28,28-35,Other,7.57,6-8h,4.52,3.68,3.89,7.23,False,142,153,9.81,1.2959,Medium,Yes,Moderate,1,1 - Addicted label,12.09,True,18.69,False
TXN04672,U04672,27,23-27,Other,5.64,Up to 6h,2.23,1.28,4.33,7.18,False,147,142,6.61,1.172,Medium,No,None,0,0 - Not addicted label,7.84,True,17.15,False
TXN04673,U04673,24,23-27,Other,3.8,Up to 6h,4.06,2.1,2.67,6.29,True,127,117,4.87,1.2816,Medium,Yes,Moderate,1,1 - Addicted label,8.83,True,12.76,False
TXN04674,U04674,20,18-22,Male,3.88,Up to 6h,1.93,0.45,3.31,5.83,True,223,133,5.52,1.4227,Medium,No,None,0,0 - Not addicted label,5.6899999999999995,True,13.020000000000001,False
TXN04675,U04675,26,23-27,Other,10.95,10h+,5.69,1.71,4.04,8.94,False,121,105,11.69,1.0676,Low,No,Severe,1,1 - Addicted label,11.440000000000001,True,23.93,False
TXN04676,U04676,26,23-27,Other,11.79,10h+,5.4,1.83,4.92,6.07,True,71,146,12.91,1.095,Medium,No,Moderate,1,1 - Addicted label,12.15,True,22.78,False
TXN04677,U04677,24,23-27,Other,4.99,Up to 6h,4.17,1.3,5.15,4.99,True,197,151,5.87,1.1764,High,Yes,Moderate,1,1 - Addicted label,10.620000000000001,True,15.13,False
TXN04678,U04678,27,23-27,Female,7.38,6-8h,0.7,2.27,2.96,8.91,False,229,108,9.55,1.294,Medium,Yes,Mild,0,0 - Not addicted label,5.93,False,19.25,False
TXN04679,U04679,35,28-35,Female,9.15,8-10h,1.77,3.69,1.92,5.91,True,144,163,11.76,1.2852,High,Yes,Moderate,1,1 - Addicted label,7.38,False,16.98,False
TXN04680,U04680,23,23-27,Other,10.63,10h+,1.06,1.15,3.77,8.67,False,74,101,12.73,1.1976,High,Yes,Moderate,1,1 - Addicted label,5.98,False,23.07,False
TXN04681,U04681,25,23-27,Other,3.76,Up to 6h,4.53,2.81,4.29,6.82,True,134,82,6.47,1.7207,Medium,No,Severe,1,1 - Addicted label,11.629999999999999,True,14.870000000000001,False
TXN04682,U04682,32,28-35,Other,4.79,Up to 6h,0.52,0.25,0.98,4.94,True,177,79,5.92,1.2359,Low,Yes,Mild,0,0 - Not addicted label,1.75,False,10.71,False
TXN04683,U04683,33,28-35,Male,11.48,10h+,4.18,2.02,4.69,7.59,False,202,44,12.84,1.1185,High,No,Severe,1,1 - Addicted label,10.89,False,23.76,False
TXN04684,U04684,29,28-35,Male,9.76,8-10h,0.92,0.26,4.93,7.93,False,169,91,12.05,1.2346,High,No,Moderate,1,1 - Addicted label,6.109999999999999,False,22.619999999999997,False
TXN04685,U04685,33,28-35,Other,5.6,Up to 6h,2.65,1.25,1.28,6.5,True,27,90,6.99,1.2482,Low,Yes,Mild,0,0 - Not addicted label,5.18,False,13.379999999999999,False
TXN04686,U04686,24,23-27,Male,8.85,8-10h,0.66,0.46,4.59,6.06,True,194,85,9.91,1.1198,Low,Yes,Moderate,1,1 - Addicted label,5.71,False,19.5,False
TXN04687,U04687,27,23-27,Male,8.81,8-10h,3.7,0.72,2.71,8.25,False,50,53,10.67,1.2111,Medium,No,Severe,1,1 - Addicted label,7.13,False,19.770000000000003,False
TXN04688,U04688,30,28-35,Other,9.97,8-10h,1.75,2.61,0.79,4.82,True,161,126,11.56,1.1595,Low,No,Moderate,1,1 - Addicted label,5.1499999999999995,False,15.580000000000002,False
TXN04689,U04689,29,28-35,Female,10.43,10h+,2.97,0.07,1.67,5.75,True,31,114,11.61,1.1131,High,Yes,Moderate,1,1 - Addicted label,4.71,False,17.85,False
TXN04690,U04690,34,28-35,Male,5.52,Up to 6h,3.43,3.64,2.69,7.3,False,40,152,7.82,1.4167,Medium,No,Mild,0,0 - Not addicted label,9.76,True,15.51,False
